"Common_name","State","Source","Year","set_tows","total_lengths","total_ages","total_otoliths"
"California scorpionfish","California","NWFSC WCGBT",2015,14,163,57,1
"California scorpionfish","California","NWFSC WCGBT",2016,12,139,95,2
"California scorpionfish","California","NWFSC WCGBT",2017,13,309,0,140
"California scorpionfish","California","NWFSC WCGBT",2018,23,289,0,128
"California scorpionfish","California","NWFSC WCGBT",2019,13,215,0,88
"California scorpionfish","California","NWFSC WCGBT",2021,24,335,0,211
"California scorpionfish","California","NWFSC WCGBT",2022,17,465,0,201
"California scorpionfish","California","NWFSC WCGBT",2023,15,243,0,165
"California scorpionfish","California","Recreational",2003,1,136,0,0
"California scorpionfish","California","Recreational",2004,1,1924,0,0
"California scorpionfish","California","Recreational",2005,1,2210,0,0
"California scorpionfish","California","Recreational",2006,1,4061,0,0
"California scorpionfish","California","Recreational",2007,1,4908,0,0
"California scorpionfish","California","Recreational",2008,1,6146,0,0
"California scorpionfish","California","Recreational",2009,1,5536,0,0
"California scorpionfish","California","Recreational",2010,1,6254,0,0
"California scorpionfish","California","Recreational",2011,1,3116,0,0
"California scorpionfish","California","Recreational",2012,1,3640,0,0
"California scorpionfish","California","Recreational",2013,1,3642,0,0
"California scorpionfish","California","Recreational",2014,1,2808,0,0
"California scorpionfish","California","Recreational",2015,1,1851,0,0
"California scorpionfish","California","Recreational",2016,1,2009,0,0
"California scorpionfish","California","Recreational",2017,1,2387,0,0
"California scorpionfish","California","Recreational",2018,1,2117,0,0
"California scorpionfish","California","Recreational",2019,1,2558,0,0
"California scorpionfish","California","Recreational",2020,1,800,0,0
"California scorpionfish","California","Recreational",2021,1,932,0,0
"California scorpionfish","California","Recreational",2022,1,3456,0,0
"California scorpionfish","California","Recreational",2023,1,2099,0,0
"California scorpionfish","California","SWFSC-CPFV Coop.",2023,1,85,0,85
"China rockfish","California","CCFRP",2007,1,84,0,0
"China rockfish","California","CCFRP",2008,1,84,0,0
"China rockfish","California","CCFRP",2009,1,72,0,0
"China rockfish","California","CCFRP",2010,1,99,0,0
"China rockfish","California","CCFRP",2011,1,62,0,0
"China rockfish","California","CCFRP",2012,1,106,0,0
"China rockfish","California","CCFRP",2013,1,39,0,0
"China rockfish","California","CCFRP",2014,1,90,0,0
"China rockfish","California","CCFRP",2015,1,57,0,0
"China rockfish","California","CCFRP",2016,1,88,0,0
"China rockfish","California","CCFRP",2017,1,142,0,0
"China rockfish","California","CCFRP",2018,1,203,0,0
"China rockfish","California","CCFRP",2019,1,264,0,0
"China rockfish","California","CCFRP",2020,1,152,0,0
"China rockfish","California","CCFRP",2021,1,240,0,0
"China rockfish","California","CCFRP",2022,1,235,0,0
"China rockfish","California","CDFW-Ad hoc",2017,1,0,0,0
"China rockfish","California","CDFW-Ad hoc",2018,1,0,0,8
"China rockfish","California","CDFW-Ad hoc",2019,1,0,0,11
"China rockfish","California","CDFW-Ad hoc",2020,1,0,0,0
"China rockfish","California","CDFW-Ad hoc",2021,1,0,0,2
"China rockfish","California","CDFW-Ad hoc",2022,1,0,0,38
"China rockfish","California","CDFW-Ad hoc",2023,1,0,0,9
"China rockfish","California","Commercial",2000,1,152,0,0
"China rockfish","California","Commercial",2001,1,164,0,0
"China rockfish","California","Commercial",2002,1,97,0,0
"China rockfish","California","Commercial",2003,1,26,0,0
"China rockfish","California","Commercial",2004,1,95,0,0
"China rockfish","California","Commercial",2005,1,103,0,0
"China rockfish","California","Commercial",2006,1,73,0,0
"China rockfish","California","Commercial",2007,1,247,0,0
"China rockfish","California","Commercial",2008,1,187,0,0
"China rockfish","California","Commercial",2009,1,209,0,0
"China rockfish","California","Commercial",2010,1,129,0,1
"China rockfish","California","Commercial",2011,1,18,0,0
"China rockfish","California","Commercial",2012,1,13,0,0
"China rockfish","California","Commercial",2013,1,8,0,0
"China rockfish","California","Commercial",2014,1,3,0,0
"China rockfish","California","Commercial",2015,1,22,0,0
"China rockfish","California","Commercial",2016,1,67,0,0
"China rockfish","California","Commercial",2017,1,15,0,1
"China rockfish","California","Commercial",2018,1,10,0,0
"China rockfish","California","Commercial",2019,1,2,0,0
"China rockfish","California","Commercial",2020,1,2,0,0
"China rockfish","California","Commercial",2021,1,3,0,0
"China rockfish","California","Commercial",2022,1,5,0,0
"China rockfish","California","Commercial",2023,1,0,0,0
"China rockfish","California","Recreational",2003,1,6,0,0
"China rockfish","California","Recreational",2004,1,498,0,0
"China rockfish","California","Recreational",2005,1,747,0,0
"China rockfish","California","Recreational",2006,1,957,0,0
"China rockfish","California","Recreational",2007,1,1076,0,0
"China rockfish","California","Recreational",2008,1,1445,0,0
"China rockfish","California","Recreational",2009,1,1600,0,0
"China rockfish","California","Recreational",2010,1,1307,0,0
"China rockfish","California","Recreational",2011,1,1408,0,0
"China rockfish","California","Recreational",2012,1,1136,0,0
"China rockfish","California","Recreational",2013,1,773,0,0
"China rockfish","California","Recreational",2014,1,772,0,0
"China rockfish","California","Recreational",2015,1,1005,0,0
"China rockfish","California","Recreational",2016,1,1085,0,0
"China rockfish","California","Recreational",2017,1,855,0,0
"China rockfish","California","Recreational",2018,1,748,0,0
"China rockfish","California","Recreational",2019,1,680,0,0
"China rockfish","California","Recreational",2021,1,395,0,0
"China rockfish","California","Recreational",2022,1,682,0,0
"China rockfish","California","Recreational",2023,1,123,0,0
"China rockfish","California","SWFSC-CPFV Coop.",2023,1,3,0,3
"China rockfish","Oregon","Commercial",2000,1,1232,0,1
"China rockfish","Oregon","Commercial",2001,1,2053,63,9
"China rockfish","Oregon","Commercial",2002,1,1591,121,2
"China rockfish","Oregon","Commercial",2003,1,987,181,4
"China rockfish","Oregon","Commercial",2004,1,701,55,3
"China rockfish","Oregon","Commercial",2005,1,217,14,2
"China rockfish","Oregon","Commercial",2006,1,438,29,1
"China rockfish","Oregon","Commercial",2007,1,723,40,0
"China rockfish","Oregon","Commercial",2008,1,376,26,8
"China rockfish","Oregon","Commercial",2009,1,429,80,0
"China rockfish","Oregon","Commercial",2010,1,528,65,2
"China rockfish","Oregon","Commercial",2011,1,993,307,2
"China rockfish","Oregon","Commercial",2012,1,600,152,1
"China rockfish","Oregon","Commercial",2013,1,687,260,8
"China rockfish","Oregon","Commercial",2014,1,519,0,166
"China rockfish","Oregon","Commercial",2015,1,475,0,97
"China rockfish","Oregon","Commercial",2016,1,472,0,84
"China rockfish","Oregon","Commercial",2017,1,442,0,83
"China rockfish","Oregon","Commercial",2018,1,520,0,125
"China rockfish","Oregon","Commercial",2019,1,828,0,321
"China rockfish","Oregon","Commercial",2020,1,378,0,83
"China rockfish","Oregon","Commercial",2021,1,605,0,110
"China rockfish","Oregon","Commercial",2022,1,1170,0,182
"China rockfish","Oregon","Commercial",2023,1,1245,0,77
"China rockfish","Oregon","Recreational",2001,1,373,0,0
"China rockfish","Oregon","Recreational",2002,1,643,0,0
"China rockfish","Oregon","Recreational",2003,1,685,0,0
"China rockfish","Oregon","Recreational",2004,1,398,0,0
"China rockfish","Oregon","Recreational",2005,1,677,55,1
"China rockfish","Oregon","Recreational",2006,1,909,189,3
"China rockfish","Oregon","Recreational",2007,1,1165,60,204
"China rockfish","Oregon","Recreational",2008,1,1179,60,209
"China rockfish","Oregon","Recreational",2009,1,837,62,121
"China rockfish","Oregon","Recreational",2010,1,917,60,115
"China rockfish","Oregon","Recreational",2011,1,1123,236,1
"China rockfish","Oregon","Recreational",2012,1,1056,60,148
"China rockfish","Oregon","Recreational",2013,1,939,146,1
"China rockfish","Oregon","Recreational",2014,1,395,0,73
"China rockfish","Oregon","Recreational",2015,1,28,0,0
"China rockfish","Oregon","Recreational",2016,1,13,0,0
"China rockfish","Oregon","Recreational",2017,1,387,0,68
"China rockfish","Oregon","Recreational",2018,1,583,0,108
"China rockfish","Oregon","Recreational",2019,1,585,0,132
"China rockfish","Oregon","Recreational",2020,1,85,0,46
"China rockfish","Oregon","Recreational",2021,1,320,0,91
"China rockfish","Oregon","Recreational",2022,1,650,0,151
"China rockfish","Oregon","Recreational",2023,1,456,0,0
"China rockfish","Washington","Recreational",2000,1,55,55,0
"China rockfish","Washington","Recreational",2001,1,38,26,12
"China rockfish","Washington","Recreational",2002,1,69,11,0
"China rockfish","Washington","Recreational",2003,1,60,0,0
"China rockfish","Washington","Recreational",2004,1,223,171,4
"China rockfish","Washington","Recreational",2005,1,363,206,3
"China rockfish","Washington","Recreational",2006,1,277,89,0
"China rockfish","Washington","Recreational",2007,1,220,119,0
"China rockfish","Washington","Recreational",2008,1,143,73,0
"China rockfish","Washington","Recreational",2009,1,118,22,0
"China rockfish","Washington","Recreational",2010,1,78,22,0
"China rockfish","Washington","Recreational",2011,1,182,50,0
"China rockfish","Washington","Recreational",2012,1,77,24,1
"China rockfish","Washington","Recreational",2013,1,172,11,0
"China rockfish","Washington","Recreational",2014,1,441,414,2
"China rockfish","Washington","Recreational",2015,1,270,0,260
"China rockfish","Washington","Recreational",2016,1,238,0,236
"China rockfish","Washington","Recreational",2017,1,277,0,112
"China rockfish","Washington","Recreational",2018,1,342,0,189
"China rockfish","Washington","Recreational",2019,1,505,0,302
"China rockfish","Washington","Recreational",2020,1,86,0,85
"China rockfish","Washington","Recreational",2021,1,143,0,124
"China rockfish","Washington","Recreational",2022,1,149,0,130
"Dover sole","California","Commercial",2000,1,2874,2470,0
"Dover sole","California","Commercial",2001,1,2846,2118,0
"Dover sole","California","Commercial",2002,1,4159,2396,0
"Dover sole","California","Commercial",2003,1,3987,2178,0
"Dover sole","California","Commercial",2004,1,3202,388,0
"Dover sole","California","Commercial",2005,1,3286,0,0
"Dover sole","California","Commercial",2006,1,2541,423,0
"Dover sole","California","Commercial",2007,1,2325,841,0
"Dover sole","California","Commercial",2008,1,2718,269,0
"Dover sole","California","Commercial",2009,1,2285,324,0
"Dover sole","California","Commercial",2010,1,1192,0,348
"Dover sole","California","Commercial",2011,1,1529,0,349
"Dover sole","California","Commercial",2012,1,2428,0,962
"Dover sole","California","Commercial",2013,1,2557,0,772
"Dover sole","California","Commercial",2014,1,1996,0,403
"Dover sole","California","Commercial",2015,1,1505,0,432
"Dover sole","California","Commercial",2016,1,1179,0,848
"Dover sole","California","Commercial",2017,1,573,0,339
"Dover sole","California","Commercial",2018,1,704,0,467
"Dover sole","California","Commercial",2019,1,692,0,466
"Dover sole","California","Commercial",2020,1,875,0,480
"Dover sole","California","Commercial",2021,1,393,0,367
"Dover sole","California","Commercial",2022,1,124,0,4
"Dover sole","California","Commercial",2023,1,0,0,229
"Dover sole","California","NWFSC WCGBT",2003,202,8844,422,894
"Dover sole","California","NWFSC WCGBT",2004,197,7661,529,648
"Dover sole","California","NWFSC WCGBT",2005,280,7670,482,741
"Dover sole","California","NWFSC WCGBT",2006,272,6217,470,499
"Dover sole","California","NWFSC WCGBT",2007,280,5040,463,551
"Dover sole","California","NWFSC WCGBT",2008,293,2866,470,89
"Dover sole","California","NWFSC WCGBT",2009,269,1459,509,13
"Dover sole","California","NWFSC WCGBT",2010,314,1460,523,83
"Dover sole","California","NWFSC WCGBT",2011,289,3760,536,4
"Dover sole","California","NWFSC WCGBT",2012,291,4215,562,1
"Dover sole","California","NWFSC WCGBT",2013,214,3686,416,8
"Dover sole","California","NWFSC WCGBT",2014,295,4925,571,4
"Dover sole","California","NWFSC WCGBT",2015,308,5012,582,8
"Dover sole","California","NWFSC WCGBT",2016,301,4874,582,2
"Dover sole","California","NWFSC WCGBT",2017,301,3062,584,6
"Dover sole","California","NWFSC WCGBT",2018,318,3034,620,3
"Dover sole","California","NWFSC WCGBT",2019,148,1546,256,32
"Dover sole","California","NWFSC WCGBT",2021,310,2913,0,602
"Dover sole","California","NWFSC WCGBT",2022,299,2706,0,575
"Dover sole","California","NWFSC WCGBT",2023,285,2454,0,547
"Dover sole","California","Recreational",2007,1,3,0,0
"Dover sole","California","Recreational",2008,1,1,0,0
"Dover sole","California","Recreational",2011,1,4,0,0
"Dover sole","California","Recreational",2012,1,1,0,0
"Dover sole","Oregon","Commercial",2000,1,2138,1711,20
"Dover sole","Oregon","Commercial",2001,1,1684,310,1301
"Dover sole","Oregon","Commercial",2002,1,2264,350,1218
"Dover sole","Oregon","Commercial",2003,1,2789,2163,125
"Dover sole","Oregon","Commercial",2004,1,2889,1188,1213
"Dover sole","Oregon","Commercial",2005,1,2928,624,1274
"Dover sole","Oregon","Commercial",2006,1,3792,749,1573
"Dover sole","Oregon","Commercial",2007,1,3060,898,949
"Dover sole","Oregon","Commercial",2008,1,4005,782,1783
"Dover sole","Oregon","Commercial",2009,1,3146,742,1584
"Dover sole","Oregon","Commercial",2010,1,3192,0,2005
"Dover sole","Oregon","Commercial",2011,1,3099,0,1894
"Dover sole","Oregon","Commercial",2012,1,3173,0,2337
"Dover sole","Oregon","Commercial",2013,1,2825,0,2015
"Dover sole","Oregon","Commercial",2014,1,2716,0,1885
"Dover sole","Oregon","Commercial",2015,1,2488,219,1659
"Dover sole","Oregon","Commercial",2016,1,3099,0,2098
"Dover sole","Oregon","Commercial",2017,1,3302,202,2077
"Dover sole","Oregon","Commercial",2018,1,2470,49,1765
"Dover sole","Oregon","Commercial",2019,1,2093,205,1507
"Dover sole","Oregon","Commercial",2020,1,1417,0,1112
"Dover sole","Oregon","Commercial",2021,1,1351,0,818
"Dover sole","Oregon","Commercial",2022,1,1568,0,1031
"Dover sole","Oregon","Commercial",2023,1,1390,0,850
"Dover sole","Oregon","NWFSC WCGBT",2003,128,7596,277,630
"Dover sole","Oregon","NWFSC WCGBT",2004,134,6522,340,529
"Dover sole","Oregon","NWFSC WCGBT",2005,181,6629,344,522
"Dover sole","Oregon","NWFSC WCGBT",2006,186,5288,363,371
"Dover sole","Oregon","NWFSC WCGBT",2007,193,3992,332,391
"Dover sole","Oregon","NWFSC WCGBT",2008,170,2302,314,24
"Dover sole","Oregon","NWFSC WCGBT",2009,182,1475,352,6
"Dover sole","Oregon","NWFSC WCGBT",2010,173,924,288,49
"Dover sole","Oregon","NWFSC WCGBT",2011,171,2773,325,3
"Dover sole","Oregon","NWFSC WCGBT",2012,171,2886,337,3
"Dover sole","Oregon","NWFSC WCGBT",2013,130,2288,261,0
"Dover sole","Oregon","NWFSC WCGBT",2014,179,3159,348,1
"Dover sole","Oregon","NWFSC WCGBT",2015,158,3066,310,1
"Dover sole","Oregon","NWFSC WCGBT",2016,194,3687,375,1
"Dover sole","Oregon","NWFSC WCGBT",2017,190,2147,376,5
"Dover sole","Oregon","NWFSC WCGBT",2018,182,2040,362,0
"Dover sole","Oregon","NWFSC WCGBT",2019,90,902,150,24
"Dover sole","Oregon","NWFSC WCGBT",2021,174,1805,0,342
"Dover sole","Oregon","NWFSC WCGBT",2022,190,1966,0,367
"Dover sole","Oregon","NWFSC WCGBT",2023,160,1575,0,323
"Dover sole","Oregon","Recreational",2003,1,3,0,0
"Dover sole","Oregon","Recreational",2005,1,4,0,0
"Dover sole","Oregon","Recreational",2007,1,1,0,0
"Dover sole","Oregon","Recreational",2010,1,4,0,0
"Dover sole","Oregon","Recreational",2011,1,6,0,0
"Dover sole","Oregon","Recreational",2012,1,1,0,0
"Dover sole","Oregon","Recreational",2013,1,1,0,0
"Dover sole","Oregon","Recreational",2015,1,1,0,0
"Dover sole","Oregon","Recreational",2023,1,1,0,0
"Dover sole","Washington","Commercial",2000,1,1150,300,850
"Dover sole","Washington","Commercial",2001,1,950,597,354
"Dover sole","Washington","Commercial",2002,1,901,439,462
"Dover sole","Washington","Commercial",2003,1,1131,629,502
"Dover sole","Washington","Commercial",2004,1,950,919,31
"Dover sole","Washington","Commercial",2005,1,850,344,506
"Dover sole","Washington","Commercial",2006,1,1150,573,27
"Dover sole","Washington","Commercial",2007,1,2150,637,463
"Dover sole","Washington","Commercial",2008,1,2134,0,1134
"Dover sole","Washington","Commercial",2009,1,1000,0,500
"Dover sole","Washington","Commercial",2010,1,1200,0,600
"Dover sole","Washington","Commercial",2011,1,1400,637,63
"Dover sole","Washington","Commercial",2012,1,800,397,3
"Dover sole","Washington","Commercial",2013,1,1551,642,9
"Dover sole","Washington","Commercial",2014,1,500,248,2
"Dover sole","Washington","Commercial",2015,1,1450,297,400
"Dover sole","Washington","Commercial",2016,1,749,148,301
"Dover sole","Washington","Commercial",2017,1,1872,198,452
"Dover sole","Washington","Commercial",2018,1,1071,380,191
"Dover sole","Washington","Commercial",2019,1,808,0,661
"Dover sole","Washington","Commercial",2020,1,107,0,82
"Dover sole","Washington","Commercial",2021,1,424,0,337
"Dover sole","Washington","Commercial",2022,1,945,0,432
"Dover sole","Washington","Commercial",2023,1,172,0,289
"Dover sole","Washington","NWFSC WCGBT",2003,109,6449,257,496
"Dover sole","Washington","NWFSC WCGBT",2004,71,3216,83,367
"Dover sole","Washington","NWFSC WCGBT",2005,88,3396,165,255
"Dover sole","Washington","NWFSC WCGBT",2006,67,1961,131,135
"Dover sole","Washington","NWFSC WCGBT",2007,104,2233,189,215
"Dover sole","Washington","NWFSC WCGBT",2008,91,1077,166,11
"Dover sole","Washington","NWFSC WCGBT",2009,90,639,173,1
"Dover sole","Washington","NWFSC WCGBT",2010,112,852,183,44
"Dover sole","Washington","NWFSC WCGBT",2011,110,1890,214,3
"Dover sole","Washington","NWFSC WCGBT",2012,95,1647,185,2
"Dover sole","Washington","NWFSC WCGBT",2013,68,1343,130,1
"Dover sole","Washington","NWFSC WCGBT",2014,98,2043,195,2
"Dover sole","Washington","NWFSC WCGBT",2015,99,1968,193,0
"Dover sole","Washington","NWFSC WCGBT",2016,85,1599,163,3
"Dover sole","Washington","NWFSC WCGBT",2017,94,1000,180,3
"Dover sole","Washington","NWFSC WCGBT",2018,92,960,179,2
"Dover sole","Washington","NWFSC WCGBT",2019,52,585,80,23
"Dover sole","Washington","NWFSC WCGBT",2021,94,919,0,178
"Dover sole","Washington","NWFSC WCGBT",2022,62,630,0,119
"Dover sole","Washington","NWFSC WCGBT",2023,109,1074,0,214
"Dover sole","Washington","Recreational",2004,1,2,0,0
"English sole","California","Commercial",2000,1,0,0,0
"English sole","California","Commercial",2001,1,234,0,0
"English sole","California","Commercial",2002,1,116,0,0
"English sole","California","Commercial",2003,1,630,0,0
"English sole","California","Commercial",2004,1,992,0,0
"English sole","California","Commercial",2005,1,1197,0,0
"English sole","California","Commercial",2006,1,1922,0,0
"English sole","California","Commercial",2007,1,1861,0,0
"English sole","California","Commercial",2008,1,1927,0,0
"English sole","California","Commercial",2009,1,1507,0,0
"English sole","California","Commercial",2010,1,944,0,20
"English sole","California","Commercial",2011,1,302,0,72
"English sole","California","Commercial",2012,1,877,0,32
"English sole","California","Commercial",2013,1,1508,0,149
"English sole","California","Commercial",2014,1,921,0,142
"English sole","California","Commercial",2015,1,2016,0,293
"English sole","California","Commercial",2016,1,1631,0,134
"English sole","California","Commercial",2017,1,1883,0,60
"English sole","California","Commercial",2018,1,822,0,139
"English sole","California","Commercial",2019,1,689,0,128
"English sole","California","Commercial",2020,1,867,0,128
"English sole","California","Commercial",2021,1,595,0,120
"English sole","California","Commercial",2022,1,427,0,1
"English sole","California","Commercial",2023,1,0,0,165
"English sole","California","NWFSC WCGBT",2003,121,4481,110,943
"English sole","California","NWFSC WCGBT",2004,103,3923,181,276
"English sole","California","NWFSC WCGBT",2005,142,3950,187,449
"English sole","California","NWFSC WCGBT",2006,110,2392,0,477
"English sole","California","NWFSC WCGBT",2007,112,1711,0,441
"English sole","California","NWFSC WCGBT",2008,120,1769,0,437
"English sole","California","NWFSC WCGBT",2009,145,1903,0,544
"English sole","California","NWFSC WCGBT",2010,137,1028,0,515
"English sole","California","NWFSC WCGBT",2011,147,2249,0,518
"English sole","California","NWFSC WCGBT",2012,163,2816,0,614
"English sole","California","NWFSC WCGBT",2013,104,1866,0,394
"English sole","California","NWFSC WCGBT",2014,152,2781,0,573
"English sole","California","NWFSC WCGBT",2015,163,2756,0,595
"English sole","California","NWFSC WCGBT",2016,152,2531,0,304
"English sole","California","NWFSC WCGBT",2017,161,1723,0,310
"English sole","California","NWFSC WCGBT",2018,138,1409,0,268
"English sole","California","NWFSC WCGBT",2019,67,620,0,126
"English sole","California","NWFSC WCGBT",2021,156,1437,0,311
"English sole","California","NWFSC WCGBT",2022,134,1147,0,254
"English sole","California","NWFSC WCGBT",2023,131,1133,0,243
"English sole","California","Recreational",2004,1,3,0,0
"English sole","California","Recreational",2005,1,3,0,0
"English sole","California","Recreational",2006,1,1,0,0
"English sole","California","Recreational",2007,1,1,0,0
"English sole","California","Recreational",2010,1,1,0,0
"English sole","California","Recreational",2011,1,7,0,0
"English sole","California","Recreational",2012,1,1,0,0
"English sole","Oregon","Commercial",2000,1,1469,0,1469
"English sole","Oregon","Commercial",2001,1,2412,200,1318
"English sole","Oregon","Commercial",2002,1,2533,201,1154
"English sole","Oregon","Commercial",2003,1,1589,208,976
"English sole","Oregon","Commercial",2004,1,1496,203,952
"English sole","Oregon","Commercial",2005,1,1954,203,1122
"English sole","Oregon","Commercial",2006,1,2261,0,1980
"English sole","Oregon","Commercial",2007,1,1079,0,1019
"English sole","Oregon","Commercial",2008,1,840,0,840
"English sole","Oregon","Commercial",2009,1,1045,0,955
"English sole","Oregon","Commercial",2010,1,1379,0,989
"English sole","Oregon","Commercial",2011,1,990,0,960
"English sole","Oregon","Commercial",2012,1,750,0,750
"English sole","Oregon","Commercial",2013,1,1110,0,1110
"English sole","Oregon","Commercial",2014,1,1235,0,1235
"English sole","Oregon","Commercial",2015,1,1409,0,1200
"English sole","Oregon","Commercial",2016,1,1400,0,1160
"English sole","Oregon","Commercial",2017,1,1668,0,1301
"English sole","Oregon","Commercial",2018,1,1330,0,1010
"English sole","Oregon","Commercial",2019,1,1039,0,759
"English sole","Oregon","Commercial",2020,1,504,0,390
"English sole","Oregon","Commercial",2021,1,745,0,565
"English sole","Oregon","Commercial",2022,1,1038,0,778
"English sole","Oregon","Commercial",2023,1,860,0,620
"English sole","Oregon","NWFSC WCGBT",2003,41,2030,34,316
"English sole","Oregon","NWFSC WCGBT",2004,58,2909,103,166
"English sole","Oregon","NWFSC WCGBT",2005,100,3493,127,301
"English sole","Oregon","NWFSC WCGBT",2006,79,2386,0,344
"English sole","Oregon","NWFSC WCGBT",2007,77,1617,0,310
"English sole","Oregon","NWFSC WCGBT",2008,79,1321,0,280
"English sole","Oregon","NWFSC WCGBT",2009,63,1077,0,240
"English sole","Oregon","NWFSC WCGBT",2010,82,853,0,298
"English sole","Oregon","NWFSC WCGBT",2011,88,1345,0,321
"English sole","Oregon","NWFSC WCGBT",2012,86,1223,0,296
"English sole","Oregon","NWFSC WCGBT",2013,62,1100,0,216
"English sole","Oregon","NWFSC WCGBT",2014,95,1439,0,332
"English sole","Oregon","NWFSC WCGBT",2015,70,1177,0,242
"English sole","Oregon","NWFSC WCGBT",2016,101,1807,0,204
"English sole","Oregon","NWFSC WCGBT",2017,99,1132,0,190
"English sole","Oregon","NWFSC WCGBT",2018,84,895,0,167
"English sole","Oregon","NWFSC WCGBT",2019,40,372,0,77
"English sole","Oregon","NWFSC WCGBT",2021,80,728,0,155
"English sole","Oregon","NWFSC WCGBT",2022,102,945,0,193
"English sole","Oregon","NWFSC WCGBT",2023,85,741,0,162
"English sole","Oregon","Recreational",2002,1,1,0,0
"English sole","Oregon","Recreational",2003,1,3,0,0
"English sole","Oregon","Recreational",2005,1,2,0,0
"English sole","Oregon","Recreational",2006,1,4,0,0
"English sole","Oregon","Recreational",2011,1,3,0,0
"English sole","Oregon","Recreational",2012,1,2,0,0
"English sole","Oregon","Recreational",2014,1,3,0,0
"English sole","Oregon","Recreational",2018,1,2,0,0
"English sole","Oregon","Recreational",2019,1,2,0,0
"English sole","Oregon","Recreational",2022,1,2,0,0
"English sole","Washington","Commercial",2000,1,1000,995,5
"English sole","Washington","Commercial",2001,1,999,989,10
"English sole","Washington","Commercial",2002,1,400,396,4
"English sole","Washington","Commercial",2003,1,850,797,53
"English sole","Washington","Commercial",2004,1,744,603,94
"English sole","Washington","Commercial",2005,1,823,790,33
"English sole","Washington","Commercial",2006,1,1437,814,23
"English sole","Washington","Commercial",2007,1,1650,1144,6
"English sole","Washington","Commercial",2008,1,1398,747,1
"English sole","Washington","Commercial",2009,1,1500,743,7
"English sole","Washington","Commercial",2010,1,800,395,5
"English sole","Washington","Commercial",2011,1,1350,700,1
"English sole","Washington","Commercial",2012,1,681,350,0
"English sole","Washington","Commercial",2013,1,1082,222,603
"English sole","Washington","Commercial",2014,1,993,497,3
"English sole","Washington","Commercial",2015,1,800,300,100
"English sole","Washington","Commercial",2016,1,450,0,250
"English sole","Washington","Commercial",2017,1,1230,0,650
