"species_name","sample_year","sexed_fish","unsexed_fish","lengthed","aged","otoliths"
"BLACKGILL ROCKFISH",2004,0,1,1,0,0
"BLUE ROCKFISH",2003,0,284,284,0,0
"BLUE ROCKFISH",2004,0,9735,9734,0,0
"BLUE ROCKFISH",2005,1,10919,10920,0,0
"BLUE ROCKFISH",2006,0,14801,14801,0,0
"BLUE ROCKFISH",2007,0,10528,10528,0,0
"BLUE ROCKFISH",2008,0,8015,8015,0,0
"BLUE ROCKFISH",2009,1,4254,4254,0,0
"BLUE ROCKFISH",2010,0,4351,4351,0,0
"BLUE ROCKFISH",2011,0,4773,4773,0,0
"BLUE ROCKFISH",2012,0,5090,5087,0,0
"BLUE ROCKFISH",2013,3,9700,9702,0,0
"BLUE ROCKFISH",2014,1,10795,10796,0,0
"BLUE ROCKFISH",2015,0,12867,12857,0,0
"BLUE ROCKFISH",2016,4,9680,9683,0,0
"BLUE ROCKFISH",2017,3,10150,10150,0,0
"BLUE ROCKFISH",2018,3,9803,9803,0,255
"BLUE ROCKFISH",2019,4,10211,10214,0,190
"BLUE ROCKFISH",2020,0,55,55,0,0
"BOCACCIO",2003,2,36,38,0,0
"BOCACCIO",2004,1,1029,1030,0,0
"BOCACCIO",2005,0,1783,1783,0,0
"BOCACCIO",2006,0,2271,2271,0,0
"BOCACCIO",2007,0,2450,2450,0,0
"BOCACCIO",2008,0,1987,1987,0,0
"BOCACCIO",2009,0,2336,2336,0,0
"BOCACCIO",2010,1,2116,2117,0,0
"BOCACCIO",2011,1,3479,3480,0,0
"BOCACCIO",2012,0,4336,4336,0,0
"BOCACCIO",2013,0,4676,4676,0,0
"BOCACCIO",2014,0,3330,3330,0,0
"BOCACCIO",2015,0,2772,2772,0,0
"BOCACCIO",2016,2,1771,1773,0,0
"BOCACCIO",2017,1,2567,2567,0,0
"BOCACCIO",2018,0,3083,3083,0,71
"BOCACCIO",2019,2,3730,3732,0,32
"BOCACCIO",2020,0,139,139,0,0
"BROWN ROCKFISH",2003,2,65,67,0,0
"BROWN ROCKFISH",2004,0,1794,1794,0,0
"BROWN ROCKFISH",2005,0,3841,3841,0,0
"BROWN ROCKFISH",2006,0,4910,4910,0,0
"BROWN ROCKFISH",2007,2,4158,4160,0,0
"BROWN ROCKFISH",2008,0,4113,4113,0,0
"BROWN ROCKFISH",2009,0,4572,4572,0,0
"BROWN ROCKFISH",2010,7,4805,4812,0,0
"BROWN ROCKFISH",2011,0,4390,4390,0,0
"BROWN ROCKFISH",2012,0,3913,3913,0,0
"BROWN ROCKFISH",2013,1,5534,5535,0,0
"BROWN ROCKFISH",2014,0,7824,7824,0,0
"BROWN ROCKFISH",2015,0,6151,6150,0,0
"BROWN ROCKFISH",2016,1,4840,4841,0,0
"BROWN ROCKFISH",2017,1,3691,3691,0,0
"BROWN ROCKFISH",2018,1,4031,4031,0,24
"BROWN ROCKFISH",2019,2,3622,3622,0,1
"BROWN ROCKFISH",2020,0,18,18,0,0
"CABEZON",2003,0,49,49,0,0
"CABEZON",2004,1,715,716,0,0
"CABEZON",2005,1,1085,1086,0,0
"CABEZON",2006,0,944,944,0,0
"CABEZON",2007,10,743,753,0,0
"CABEZON",2008,11,672,683,0,0
"CABEZON",2009,12,882,894,0,0
"CABEZON",2010,0,740,740,0,0
"CABEZON",2011,13,943,956,0,0
"CABEZON",2012,57,889,945,0,0
"CABEZON",2013,244,710,949,0,0
"CABEZON",2014,639,402,1041,0,0
"CABEZON",2015,1238,227,1465,0,0
"CABEZON",2016,881,239,1120,0,0
"CABEZON",2017,844,100,944,0,0
"CABEZON",2018,788,99,887,0,3
"CABEZON",2019,619,76,695,0,5
"CABEZON",2020,3,3,6,0,0
"CALIFORNIA SCORPIONFISH",2003,0,136,136,0,0
"CALIFORNIA SCORPIONFISH",2004,0,1926,1926,0,0
"CALIFORNIA SCORPIONFISH",2005,2,2209,2210,0,0
"CALIFORNIA SCORPIONFISH",2006,0,4073,4073,0,0
"CALIFORNIA SCORPIONFISH",2007,0,4910,4910,0,0
"CALIFORNIA SCORPIONFISH",2008,1,6193,6193,0,0
"CALIFORNIA SCORPIONFISH",2009,0,5652,5653,0,0
"CALIFORNIA SCORPIONFISH",2010,5,6342,6346,0,0
"CALIFORNIA SCORPIONFISH",2011,0,3196,3196,0,0
"CALIFORNIA SCORPIONFISH",2012,0,3683,3683,0,0
"CALIFORNIA SCORPIONFISH",2013,0,3675,3675,0,0
"CALIFORNIA SCORPIONFISH",2014,0,2835,2835,0,0
"CALIFORNIA SCORPIONFISH",2015,0,1871,1871,0,0
"CALIFORNIA SCORPIONFISH",2016,0,2032,2032,0,0
"CALIFORNIA SCORPIONFISH",2017,0,2398,2398,0,0
"CALIFORNIA SCORPIONFISH",2018,0,2125,2125,0,0
"CALIFORNIA SCORPIONFISH",2019,1,2576,2577,0,0
"CALIFORNIA SCORPIONFISH",2020,0,803,803,0,0
"CANARY ROCKFISH",2003,0,35,35,0,0
"CANARY ROCKFISH",2004,0,243,243,0,0
"CANARY ROCKFISH",2005,0,406,406,0,0
"CANARY ROCKFISH",2006,0,606,606,0,0
"CANARY ROCKFISH",2007,0,357,357,0,0
"CANARY ROCKFISH",2008,0,176,176,0,0
"CANARY ROCKFISH",2009,0,407,407,0,0
"CANARY ROCKFISH",2010,0,389,389,0,0
"CANARY ROCKFISH",2011,1,894,895,0,0
"CANARY ROCKFISH",2012,0,548,548,0,0
"CANARY ROCKFISH",2013,0,575,575,0,0
"CANARY ROCKFISH",2014,0,488,488,0,0
"CANARY ROCKFISH",2015,0,829,829,0,0
"CANARY ROCKFISH",2016,0,577,577,0,0
"CANARY ROCKFISH",2017,0,3395,3393,0,0
"CANARY ROCKFISH",2018,0,2902,2902,0,122
"CANARY ROCKFISH",2019,1,3038,3038,0,41
"CHILIPEPPER",2004,0,298,298,0,0
"CHILIPEPPER",2005,0,293,293,0,0
"CHILIPEPPER",2006,0,333,333,0,0
"CHILIPEPPER",2007,0,487,487,0,0
"CHILIPEPPER",2008,1,300,301,0,0
"CHILIPEPPER",2009,0,231,231,0,0
"CHILIPEPPER",2010,0,358,358,0,0
"CHILIPEPPER",2011,0,635,635,0,0
"CHILIPEPPER",2012,0,707,707,0,0
"CHILIPEPPER",2013,0,738,738,0,0
"CHILIPEPPER",2014,0,669,669,0,0
"CHILIPEPPER",2015,0,442,442,0,0
"CHILIPEPPER",2016,0,435,435,0,0
"CHILIPEPPER",2017,0,204,204,0,0
"CHILIPEPPER",2018,0,239,239,0,0
"CHILIPEPPER",2019,0,331,331,0,0
"CHILIPEPPER",2020,0,54,54,0,0
"CHINA ROCKFISH",2003,0,6,6,0,0
"CHINA ROCKFISH",2004,0,498,498,0,0
"CHINA ROCKFISH",2005,0,747,747,0,0
"CHINA ROCKFISH",2006,0,957,957,0,0
"CHINA ROCKFISH",2007,0,1076,1076,0,0
"CHINA ROCKFISH",2008,0,1445,1445,0,0
"CHINA ROCKFISH",2009,0,1601,1601,0,0
"CHINA ROCKFISH",2010,0,1308,1308,0,0
"CHINA ROCKFISH",2011,0,1408,1408,0,0
"CHINA ROCKFISH",2012,0,1137,1137,0,0
"CHINA ROCKFISH",2013,2,773,775,0,0
"CHINA ROCKFISH",2014,0,772,772,0,0
"CHINA ROCKFISH",2015,0,1006,1006,0,0
"CHINA ROCKFISH",2016,1,1084,1085,0,0
"CHINA ROCKFISH",2017,0,855,855,0,0
"CHINA ROCKFISH",2018,0,750,749,0,8
"CHINA ROCKFISH",2019,0,680,680,0,11
"COPPER ROCKFISH",2003,0,9,9,0,0
"COPPER ROCKFISH",2004,0,977,977,0,0
"COPPER ROCKFISH",2005,0,2050,2050,0,0
"COPPER ROCKFISH",2006,1,3010,3011,0,0
"COPPER ROCKFISH",2007,0,3760,3760,0,0
"COPPER ROCKFISH",2008,0,3310,3310,0,0
"COPPER ROCKFISH",2009,1,2781,2782,0,0
"COPPER ROCKFISH",2010,0,2200,2200,0,0
"COPPER ROCKFISH",2011,0,2864,2864,0,0
"COPPER ROCKFISH",2012,0,3963,3962,0,0
"COPPER ROCKFISH",2013,2,5630,5632,0,0
"COPPER ROCKFISH",2014,1,4107,4108,0,0
"COPPER ROCKFISH",2015,0,5114,5114,0,0
"COPPER ROCKFISH",2016,0,4974,4973,0,0
"COPPER ROCKFISH",2017,2,5706,5704,0,0
"COPPER ROCKFISH",2018,3,4622,4624,0,27
"COPPER ROCKFISH",2019,3,4242,4243,0,14
"COPPER ROCKFISH",2020,0,95,95,0,0
"COWCOD",2004,0,8,8,0,0
"COWCOD",2005,0,4,4,0,0
"COWCOD",2006,0,10,10,0,0
"COWCOD",2007,0,3,3,0,0
"COWCOD",2008,0,6,6,0,0
"COWCOD",2009,0,12,12,0,0
"COWCOD",2010,0,8,8,0,0
"COWCOD",2011,0,32,32,0,0
"COWCOD",2012,0,11,11,0,0
"COWCOD",2013,0,18,18,0,0
"COWCOD",2014,0,4,4,0,0
"COWCOD",2015,0,7,7,0,0
"COWCOD",2016,0,12,12,0,0
"COWCOD",2017,0,18,18,0,0
"COWCOD",2018,0,14,14,0,0
"COWCOD",2019,1,11,12,0,0
"COWCOD",2020,0,2,2,0,0
"CURLFIN SOLE",2004,0,1,1,0,0
"CURLFIN SOLE",2008,0,1,1,0,0
"CURLFIN SOLE",2014,0,2,2,0,0
"CURLFIN SOLE",2017,0,1,1,0,0
"DOVER SOLE",2007,0,3,3,0,0
"DOVER SOLE",2008,0,1,1,0,0
"DOVER SOLE",2011,0,4,4,0,0
"DOVER SOLE",2012,0,1,1,0,0
"ENGLISH SOLE",2004,0,3,3,0,0
"ENGLISH SOLE",2005,0,3,3,0,0
"ENGLISH SOLE",2006,0,1,1,0,0
"ENGLISH SOLE",2007,0,1,1,0,0
"ENGLISH SOLE",2010,0,1,1,0,0
"ENGLISH SOLE",2011,0,7,7,0,0
"ENGLISH SOLE",2012,0,1,1,0,0
"FLAG ROCKFISH",2004,0,324,324,0,0
"FLAG ROCKFISH",2005,1,564,565,0,0
"FLAG ROCKFISH",2006,0,641,641,0,0
"FLAG ROCKFISH",2007,2,849,851,0,0
"FLAG ROCKFISH",2008,0,885,885,0,0
"FLAG ROCKFISH",2009,1,781,782,0,0
"FLAG ROCKFISH",2010,2,594,596,0,0
"FLAG ROCKFISH",2011,1,792,793,0,0
"FLAG ROCKFISH",2012,0,885,885,0,0
"FLAG ROCKFISH",2013,1,1187,1188,0,0
"FLAG ROCKFISH",2014,0,607,607,0,0
"FLAG ROCKFISH",2015,0,634,634,0,0
"FLAG ROCKFISH",2016,1,521,522,0,0
"FLAG ROCKFISH",2017,0,581,581,0,0
"FLAG ROCKFISH",2018,0,510,510,0,0
"FLAG ROCKFISH",2019,3,628,631,0,0
"FLAG ROCKFISH",2020,0,26,26,0,0
"GOPHER ROCKFISH",2003,0,228,227,0,0
"GOPHER ROCKFISH",2004,0,3364,3364,0,0
"GOPHER ROCKFISH",2005,0,3912,3912,0,0
"GOPHER ROCKFISH",2006,2,4661,4663,0,0
"GOPHER ROCKFISH",2007,0,4376,4376,0,0
"GOPHER ROCKFISH",2008,3,5478,5481,0,0
"GOPHER ROCKFISH",2009,2,5996,5998,0,0
"GOPHER ROCKFISH",2010,1,7517,7518,0,0
"GOPHER ROCKFISH",2011,1,6663,6664,0,0
"GOPHER ROCKFISH",2012,1,5502,5503,0,0
"GOPHER ROCKFISH",2013,0,4783,4782,0,0
"GOPHER ROCKFISH",2014,0,4754,4754,0,0
"GOPHER ROCKFISH",2015,0,5549,5547,0,0
"GOPHER ROCKFISH",2016,3,6008,6010,0,0
"GOPHER ROCKFISH",2017,2,4373,4373,0,0
"GOPHER ROCKFISH",2018,0,3442,3441,0,5
"GOPHER ROCKFISH",2019,3,4044,4041,0,21
"GOPHER ROCKFISH",2020,0,19,19,0,0
"GRASS ROCKFISH",2003,0,5,5,0,0
"GRASS ROCKFISH",2004,0,180,180,0,0
"GRASS ROCKFISH",2005,0,302,302,0,0
"GRASS ROCKFISH",2006,0,467,467,0,0
"GRASS ROCKFISH",2007,0,322,322,0,0
"GRASS ROCKFISH",2008,0,446,446,0,0
"GRASS ROCKFISH",2009,0,439,439,0,0
"GRASS ROCKFISH",2010,0,342,342,0,0
"GRASS ROCKFISH",2011,0,413,413,0,0
"GRASS ROCKFISH",2012,0,313,313,0,0
"GRASS ROCKFISH",2013,1,451,452,0,0
"GRASS ROCKFISH",2014,0,352,352,0,0
"GRASS ROCKFISH",2015,1,229,230,0,0
"GRASS ROCKFISH",2016,0,248,248,0,0
"GRASS ROCKFISH",2017,1,243,244,0,0
"GRASS ROCKFISH",2018,0,191,190,0,0
"GRASS ROCKFISH",2019,0,124,124,0,0
"GRASS ROCKFISH",2020,0,11,11,0,0
"GREENSPOTTED ROCKFISH",2003,0,3,3,0,0
"GREENSPOTTED ROCKFISH",2004,1,808,809,0,0
"GREENSPOTTED ROCKFISH",2005,1,948,949,0,0
"GREENSPOTTED ROCKFISH",2006,1,1426,1427,0,0
"GREENSPOTTED ROCKFISH",2007,0,1317,1317,0,0
"GREENSPOTTED ROCKFISH",2008,4,1427,1431,0,0
"GREENSPOTTED ROCKFISH",2009,2,1603,1605,0,0
"GREENSPOTTED ROCKFISH",2010,5,1343,1348,0,0
"GREENSPOTTED ROCKFISH",2011,1,1750,1751,0,0
"GREENSPOTTED ROCKFISH",2012,1,1258,1259,0,0
"GREENSPOTTED ROCKFISH",2013,0,1011,1011,0,0
"GREENSPOTTED ROCKFISH",2014,0,731,731,0,0
"GREENSPOTTED ROCKFISH",2015,0,639,639,0,0
"GREENSPOTTED ROCKFISH",2016,0,536,536,0,0
"GREENSPOTTED ROCKFISH",2017,0,813,813,0,0
"GREENSPOTTED ROCKFISH",2018,4,826,830,0,0
"GREENSPOTTED ROCKFISH",2019,7,1097,1102,0,0
"GREENSPOTTED ROCKFISH",2020,0,79,79,0,0
"GREENSTRIPED ROCKFISH",2004,0,42,42,0,0
"GREENSTRIPED ROCKFISH",2005,0,53,53,0,0
"GREENSTRIPED ROCKFISH",2006,0,100,100,0,0
"GREENSTRIPED ROCKFISH",2007,0,129,129,0,0
"GREENSTRIPED ROCKFISH",2008,0,142,142,0,0
"GREENSTRIPED ROCKFISH",2009,0,263,263,0,0
"GREENSTRIPED ROCKFISH",2010,1,165,166,0,0
"GREENSTRIPED ROCKFISH",2011,1,254,255,0,0
"GREENSTRIPED ROCKFISH",2012,0,129,129,0,0
"GREENSTRIPED ROCKFISH",2013,0,164,164,0,0
"GREENSTRIPED ROCKFISH",2014,0,120,120,0,0
"GREENSTRIPED ROCKFISH",2015,0,88,88,0,0
"GREENSTRIPED ROCKFISH",2016,0,145,145,0,0
"GREENSTRIPED ROCKFISH",2017,0,98,98,0,0
"GREENSTRIPED ROCKFISH",2018,0,82,82,0,0
"GREENSTRIPED ROCKFISH",2019,0,165,165,0,0
"GREENSTRIPED ROCKFISH",2020,0,7,7,0,0
"HONEYCOMB ROCKFISH",2003,0,54,54,0,0
"HONEYCOMB ROCKFISH",2004,0,492,492,0,0
"HONEYCOMB ROCKFISH",2005,6,907,913,0,0
"HONEYCOMB ROCKFISH",2006,1,812,813,0,0
"HONEYCOMB ROCKFISH",2007,4,957,961,0,0
"HONEYCOMB ROCKFISH",2008,1,1100,1101,0,0
"HONEYCOMB ROCKFISH",2009,15,1221,1236,0,0
"HONEYCOMB ROCKFISH",2010,16,1613,1629,0,0
"HONEYCOMB ROCKFISH",2011,11,1490,1501,0,0
"HONEYCOMB ROCKFISH",2012,0,849,849,0,0
"HONEYCOMB ROCKFISH",2013,0,1340,1340,0,0
"HONEYCOMB ROCKFISH",2014,1,652,653,0,0
"HONEYCOMB ROCKFISH",2015,0,559,558,0,0
"HONEYCOMB ROCKFISH",2016,0,496,496,0,0
"HONEYCOMB ROCKFISH",2017,0,606,606,0,0
"HONEYCOMB ROCKFISH",2018,0,366,366,0,0
"HONEYCOMB ROCKFISH",2019,4,443,447,0,0
"HONEYCOMB ROCKFISH",2020,0,27,27,0,0
"KELP GREENLING",2003,13,18,31,0,0
"KELP GREENLING",2004,120,400,520,0,0
"KELP GREENLING",2005,153,298,451,0,0
"KELP GREENLING",2006,352,255,607,0,0
"KELP GREENLING",2007,224,190,414,0,0
"KELP GREENLING",2008,309,353,663,0,0
"KELP GREENLING",2009,455,492,948,0,0
"KELP GREENLING",2010,413,341,754,0,0
"KELP GREENLING",2011,616,272,888,0,0
"KELP GREENLING",2012,490,250,740,0,0
"KELP GREENLING",2013,655,105,760,0,0
"KELP GREENLING",2014,574,66,640,0,0
"KELP GREENLING",2015,908,59,967,0,0
"KELP GREENLING",2016,634,44,678,0,0
"KELP GREENLING",2017,512,28,540,0,0
"KELP GREENLING",2018,442,29,471,0,6
"KELP GREENLING",2019,259,12,270,0,1
"KELP GREENLING",2020,15,0,15,0,0
"KELP ROCKFISH",2003,0,14,14,0,0
"KELP ROCKFISH",2004,0,393,393,0,0
"KELP ROCKFISH",2005,0,521,521,0,0
"KELP ROCKFISH",2006,1,740,741,0,0
"KELP ROCKFISH",2007,2,499,501,0,0
"KELP ROCKFISH",2008,0,650,650,0,0
"KELP ROCKFISH",2009,0,601,601,0,0
"KELP ROCKFISH",2010,0,666,666,0,0
"KELP ROCKFISH",2011,3,1154,1157,0,0
"KELP ROCKFISH",2012,1,1332,1333,0,0
"KELP ROCKFISH",2013,1,1383,1384,0,0
"KELP ROCKFISH",2014,1,1284,1285,0,0
"KELP ROCKFISH",2015,0,931,931,0,0
"KELP ROCKFISH",2016,1,779,780,0,0
"KELP ROCKFISH",2017,0,1131,1130,0,0
"KELP ROCKFISH",2018,3,624,626,0,0
"KELP ROCKFISH",2019,0,421,416,0,1
"KELP ROCKFISH",2020,0,5,5,0,0
"LEOPARD SHARK",2003,2,1,3,0,0
"LEOPARD SHARK",2004,4,178,182,0,0
"LEOPARD SHARK",2005,4,155,159,0,0
"LEOPARD SHARK",2006,7,308,315,0,0
"LEOPARD SHARK",2007,19,173,192,0,0
"LEOPARD SHARK",2008,13,83,96,0,0
"LEOPARD SHARK",2009,159,100,259,0,0
"LEOPARD SHARK",2010,66,62,128,0,0
"LEOPARD SHARK",2011,8,68,76,0,0
"LEOPARD SHARK",2012,1,74,75,0,0
"LEOPARD SHARK",2013,7,82,88,0,0
"LEOPARD SHARK",2014,41,43,84,0,0
"LEOPARD SHARK",2015,60,18,78,0,0
"LEOPARD SHARK",2016,73,30,103,0,0
"LEOPARD SHARK",2017,101,14,114,0,0
"LEOPARD SHARK",2018,64,24,88,0,0
"LEOPARD SHARK",2019,50,5,53,0,0
"LEOPARD SHARK",2020,1,0,1,0,0
"LINGCOD",2003,0,421,421,0,0
"LINGCOD",2004,51,1375,1426,0,0
"LINGCOD",2005,223,4432,4655,0,0
"LINGCOD",2006,508,3975,4483,0,0
"LINGCOD",2007,652,2697,3349,0,0
"LINGCOD",2008,850,1848,2698,0,0
"LINGCOD",2009,990,1769,2759,0,0
"LINGCOD",2010,864,1045,1909,0,0
"LINGCOD",2011,1579,3016,4595,0,0
"LINGCOD",2012,1680,4090,5770,0,0
"LINGCOD",2013,4907,3037,7943,0,0
"LINGCOD",2014,8088,940,9027,0,0
"LINGCOD",2015,12155,679,12834,0,0
"LINGCOD",2016,9887,450,10337,0,0
"LINGCOD",2017,8281,286,8564,0,51
"LINGCOD",2018,6175,221,6392,0,225
"LINGCOD",2019,4170,233,4402,0,52
"LINGCOD",2020,8,4,12,0,0
"LONGNOSE SKATE",2004,0,4,4,0,0
"LONGNOSE SKATE",2006,0,1,1,0,0
"LONGNOSE SKATE",2013,0,1,1,0,0
"OLIVE ROCKFISH",2003,0,51,51,0,0
"OLIVE ROCKFISH",2004,0,2786,2786,0,0
"OLIVE ROCKFISH",2005,0,3451,3451,0,0
"OLIVE ROCKFISH",2006,0,3331,3331,0,0
"OLIVE ROCKFISH",2007,0,2953,2953,0,0
"OLIVE ROCKFISH",2008,0,2644,2644,0,0
"OLIVE ROCKFISH",2009,0,1401,1401,0,0
"OLIVE ROCKFISH",2010,0,737,737,0,0
"OLIVE ROCKFISH",2011,0,1321,1321,0,0
"OLIVE ROCKFISH",2012,0,2147,2147,0,0
"OLIVE ROCKFISH",2013,0,1517,1517,0,0
"OLIVE ROCKFISH",2014,0,2101,2101,0,0
"OLIVE ROCKFISH",2015,0,3013,3013,0,0
"OLIVE ROCKFISH",2016,0,2675,2675,0,0
"OLIVE ROCKFISH",2017,0,1935,1935,0,0
"OLIVE ROCKFISH",2018,0,2281,2280,0,100
"OLIVE ROCKFISH",2019,1,2791,2791,0,37
"OLIVE ROCKFISH",2020,0,34,34,0,0
"PACIFIC SANDDAB",2003,0,21,21,0,0
"PACIFIC SANDDAB",2004,0,1742,1742,0,0
"PACIFIC SANDDAB",2005,1,1833,1834,0,0
"PACIFIC SANDDAB",2006,0,2864,2864,0,0
"PACIFIC SANDDAB",2007,0,2105,2105,0,0
"PACIFIC SANDDAB",2008,0,4007,4007,0,0
"PACIFIC SANDDAB",2009,11,2971,2982,0,0
"PACIFIC SANDDAB",2010,0,3739,3739,0,0
"PACIFIC SANDDAB",2011,70,3372,3442,0,0
"PACIFIC SANDDAB",2012,211,4480,4691,0,0
"PACIFIC SANDDAB",2013,1038,3891,4929,0,0
"PACIFIC SANDDAB",2014,1393,2461,3854,0,0
"PACIFIC SANDDAB",2015,779,1007,1786,0,0
"PACIFIC SANDDAB",2016,980,971,1951,0,0
"PACIFIC SANDDAB",2017,867,790,1657,0,0
"PACIFIC SANDDAB",2018,782,833,1615,0,0
"PACIFIC SANDDAB",2019,651,533,1184,0,0
"PACIFIC SANDDAB",2020,270,322,591,0,0
"PETRALE SOLE",2004,0,20,20,0,0
"PETRALE SOLE",2005,0,17,17,0,0
"PETRALE SOLE",2006,0,29,29,0,0
"PETRALE SOLE",2007,0,52,52,0,0
"PETRALE SOLE",2008,0,53,53,0,0
"PETRALE SOLE",2009,0,41,41,0,0
"PETRALE SOLE",2010,0,12,12,0,0
"PETRALE SOLE",2011,0,24,24,0,0
"PETRALE SOLE",2012,0,62,62,0,0
"PETRALE SOLE",2013,0,141,141,0,0
"PETRALE SOLE",2014,0,72,72,0,0
"PETRALE SOLE",2015,0,53,53,0,0
"PETRALE SOLE",2016,0,107,107,0,0
"PETRALE SOLE",2017,0,216,216,0,0
"PETRALE SOLE",2018,1,225,226,0,0
"PETRALE SOLE",2019,0,371,371,0,0
"PETRALE SOLE",2020,0,1,1,0,0
"QUILLBACK ROCKFISH",2004,0,120,120,0,0
"QUILLBACK ROCKFISH",2005,0,215,215,0,0
"QUILLBACK ROCKFISH",2006,0,418,418,0,0
"QUILLBACK ROCKFISH",2007,0,552,552,0,0
"QUILLBACK ROCKFISH",2008,1,330,331,0,0
"QUILLBACK ROCKFISH",2009,0,321,321,0,0
"QUILLBACK ROCKFISH",2010,0,144,144,0,0
"QUILLBACK ROCKFISH",2011,0,207,207,0,0
"QUILLBACK ROCKFISH",2012,0,271,271,0,0
"QUILLBACK ROCKFISH",2013,3,186,189,0,0
"QUILLBACK ROCKFISH",2014,0,129,129,0,0
"QUILLBACK ROCKFISH",2015,0,376,376,0,0
"QUILLBACK ROCKFISH",2016,0,440,440,0,0
"QUILLBACK ROCKFISH",2017,0,457,457,0,0
"QUILLBACK ROCKFISH",2018,0,423,423,0,11
"QUILLBACK ROCKFISH",2019,0,464,464,0,18
"REDBANDED ROCKFISH",2009,0,1,1,0,0
"REDBANDED ROCKFISH",2015,0,4,4,0,0
"REDSTRIPE ROCKFISH",2012,0,3,3,0,0
"REDSTRIPE ROCKFISH",2019,0,1,1,0,0
"REX SOLE",2006,0,1,1,0,0
"ROCK SOLE",2004,0,38,38,0,0
"ROCK SOLE",2005,0,33,33,0,0
"ROCK SOLE",2006,0,32,32,0,0
"ROCK SOLE",2007,0,43,43,0,0
"ROCK SOLE",2008,0,33,33,0,0
"ROCK SOLE",2009,0,43,43,0,0
"ROCK SOLE",2010,0,40,40,0,0
"ROCK SOLE",2011,1,54,55,0,0
"ROCK SOLE",2012,0,59,59,0,0
"ROCK SOLE",2013,2,65,67,0,0
"ROCK SOLE",2014,2,51,53,0,0
"ROCK SOLE",2015,2,55,57,0,0
"ROCK SOLE",2016,0,55,55,0,0
"ROCK SOLE",2017,1,70,71,0,0
"ROCK SOLE",2018,0,76,76,0,0
"ROCK SOLE",2019,0,79,79,0,0
"ROCK SOLE",2020,0,2,2,0,0
"ROSETHORN ROCKFISH",2004,0,4,4,0,0
"ROSETHORN ROCKFISH",2005,0,2,2,0,0
"ROSETHORN ROCKFISH",2008,0,1,1,0,0
"ROSETHORN ROCKFISH",2010,0,11,11,0,0
"ROSETHORN ROCKFISH",2013,0,1,1,0,0
"ROSETHORN ROCKFISH",2019,0,1,1,0,0
"ROSY ROCKFISH",2003,1,16,17,0,0
"ROSY ROCKFISH",2004,1,604,605,0,0
"ROSY ROCKFISH",2005,1,663,664,0,0
