"species_name","sample_year","sexed_fish","unsexed_fish","lengthed","aged","otoliths"
"PACIFIC SANDDAB",2014,0,82,82,0,0
"PACIFIC SANDDAB",2015,0,32,32,0,0
"PACIFIC SANDDAB",2016,0,39,39,0,0
"PACIFIC SANDDAB",2017,0,277,277,0,0
"PACIFIC SANDDAB",2018,0,59,59,0,0
"PACIFIC SANDDAB",2019,0,65,65,0,0
"PACIFIC SANDDAB",2020,0,12,12,0,0
"PETRALE SOLE",2001,0,3,3,0,0
"PETRALE SOLE",2002,0,6,6,0,0
"PETRALE SOLE",2003,0,41,41,0,0
"PETRALE SOLE",2004,0,27,27,0,0
"PETRALE SOLE",2005,0,10,10,0,0
"PETRALE SOLE",2006,0,10,10,0,0
"PETRALE SOLE",2007,0,9,9,0,0
"PETRALE SOLE",2008,0,25,25,0,0
"PETRALE SOLE",2009,0,10,10,0,0
"PETRALE SOLE",2010,0,12,12,0,0
"PETRALE SOLE",2011,0,37,37,0,0
"PETRALE SOLE",2012,0,61,61,0,0
"PETRALE SOLE",2013,0,159,159,0,0
"PETRALE SOLE",2014,0,111,111,0,0
"PETRALE SOLE",2015,0,98,98,0,0
"PETRALE SOLE",2016,0,268,268,0,0
"PETRALE SOLE",2017,0,385,385,0,0
"PETRALE SOLE",2018,0,345,345,0,0
"PETRALE SOLE",2019,0,409,409,0,0
"PETRALE SOLE",2020,0,4,4,0,0
"QUILLBACK ROCKFISH",2001,0,321,321,0,0
"QUILLBACK ROCKFISH",2002,0,757,757,0,0
"QUILLBACK ROCKFISH",2003,0,876,876,0,0
"QUILLBACK ROCKFISH",2004,0,500,500,0,0
"QUILLBACK ROCKFISH",2005,91,931,1022,91,0
"QUILLBACK ROCKFISH",2006,343,1033,1376,336,3
"QUILLBACK ROCKFISH",2007,309,1075,1384,0,311
"QUILLBACK ROCKFISH",2008,363,1120,1483,356,0
"QUILLBACK ROCKFISH",2009,245,825,1070,0,245
"QUILLBACK ROCKFISH",2010,372,919,1291,0,374
"QUILLBACK ROCKFISH",2011,333,1048,1381,0,337
"QUILLBACK ROCKFISH",2012,475,1241,1716,0,475
"QUILLBACK ROCKFISH",2013,283,753,1036,0,284
"QUILLBACK ROCKFISH",2014,193,484,677,0,193
"QUILLBACK ROCKFISH",2015,0,43,43,0,0
"QUILLBACK ROCKFISH",2016,0,27,27,0,0
"QUILLBACK ROCKFISH",2017,227,737,964,0,228
"QUILLBACK ROCKFISH",2018,349,1352,1701,0,349
"QUILLBACK ROCKFISH",2019,392,1235,1627,0,392
"QUILLBACK ROCKFISH",2020,153,39,192,0,153
"REDBANDED ROCKFISH",2001,0,4,4,0,0
"REDBANDED ROCKFISH",2002,0,4,4,0,0
"REDBANDED ROCKFISH",2003,0,1,1,0,0
"REDBANDED ROCKFISH",2004,0,7,7,0,0
"REDBANDED ROCKFISH",2005,0,4,4,0,0
"REDBANDED ROCKFISH",2006,0,8,8,0,0
"REDBANDED ROCKFISH",2007,0,5,5,0,0
"REDBANDED ROCKFISH",2010,0,7,7,0,0
"REDBANDED ROCKFISH",2013,0,2,2,0,0
"REDBANDED ROCKFISH",2016,0,2,2,0,0
"REDBANDED ROCKFISH",2018,0,1,1,0,0
"REDSTRIPE ROCKFISH",2001,0,57,57,0,0
"REDSTRIPE ROCKFISH",2002,0,32,32,0,0
"REDSTRIPE ROCKFISH",2003,0,51,51,0,0
"REDSTRIPE ROCKFISH",2004,0,14,14,0,0
"REDSTRIPE ROCKFISH",2005,0,32,32,0,0
"REDSTRIPE ROCKFISH",2008,0,1,1,0,0
"REDSTRIPE ROCKFISH",2011,0,6,6,0,0
"REDSTRIPE ROCKFISH",2012,0,4,4,0,0
"REDSTRIPE ROCKFISH",2013,0,2,2,0,0
"REDSTRIPE ROCKFISH",2014,0,6,6,0,0
"REDSTRIPE ROCKFISH",2015,0,14,14,0,0
"REDSTRIPE ROCKFISH",2016,0,2,2,0,0
"REDSTRIPE ROCKFISH",2017,0,13,13,0,0
"REDSTRIPE ROCKFISH",2018,0,9,9,0,0
"REDSTRIPE ROCKFISH",2019,0,12,12,0,0
"ROCK SOLE",2001,0,1,1,0,0
"ROCK SOLE",2004,0,4,4,0,0
"ROCK SOLE",2005,0,15,15,0,0
"ROCK SOLE",2006,0,5,5,0,0
"ROCK SOLE",2007,0,2,2,0,0
"ROCK SOLE",2008,0,1,1,0,0
"ROCK SOLE",2009,0,2,2,0,0
"ROCK SOLE",2010,0,5,5,0,0
"ROCK SOLE",2011,0,2,2,0,0
"ROCK SOLE",2012,0,3,3,0,0
"ROCK SOLE",2013,0,2,2,0,0
"ROCK SOLE",2014,0,3,3,0,0
"ROCK SOLE",2015,0,5,5,0,0
"ROCK SOLE",2016,0,1,1,0,0
"ROCK SOLE",2017,0,7,7,0,0
"ROCK SOLE",2018,0,3,3,0,0
"ROCK SOLE",2019,0,5,5,0,0
"ROSETHORN ROCKFISH",2001,0,63,63,0,0
"ROSETHORN ROCKFISH",2002,0,121,121,0,0
"ROSETHORN ROCKFISH",2003,0,58,58,0,0
"ROSETHORN ROCKFISH",2004,0,16,16,0,0
"ROSETHORN ROCKFISH",2005,0,24,24,0,0
"ROSETHORN ROCKFISH",2006,0,12,12,0,0
"ROSETHORN ROCKFISH",2007,0,20,20,0,0
"ROSETHORN ROCKFISH",2008,0,6,6,0,0
"ROSETHORN ROCKFISH",2009,0,17,17,0,0
"ROSETHORN ROCKFISH",2011,0,6,6,0,0
"ROSETHORN ROCKFISH",2012,0,15,15,0,0
"ROSETHORN ROCKFISH",2013,0,38,38,0,0
"ROSETHORN ROCKFISH",2014,0,15,15,0,0
"ROSETHORN ROCKFISH",2015,0,16,16,0,0
"ROSETHORN ROCKFISH",2016,0,24,24,0,0
"ROSETHORN ROCKFISH",2017,0,12,12,0,0
"ROSETHORN ROCKFISH",2018,0,11,11,0,0
"ROSETHORN ROCKFISH",2019,0,45,45,0,0
"ROSETHORN ROCKFISH",2020,0,2,2,0,0
"ROSY ROCKFISH",2001,0,96,96,0,0
"ROSY ROCKFISH",2002,0,41,41,0,0
"ROSY ROCKFISH",2003,0,23,23,0,0
"ROSY ROCKFISH",2004,0,3,3,0,0
"ROSY ROCKFISH",2005,0,7,7,0,0
"ROSY ROCKFISH",2006,0,6,6,0,0
"ROSY ROCKFISH",2007,0,3,3,0,0
"ROSY ROCKFISH",2009,0,2,2,0,0
"ROSY ROCKFISH",2011,0,4,4,0,0
"ROSY ROCKFISH",2012,0,9,9,0,0
"ROSY ROCKFISH",2013,0,4,4,0,0
"ROSY ROCKFISH",2015,0,2,2,0,0
"ROSY ROCKFISH",2017,0,6,6,0,0
"ROSY ROCKFISH",2018,0,4,4,0,0
"ROSY ROCKFISH",2019,0,8,8,0,0
"SABLEFISH",2001,0,49,49,0,0
"SABLEFISH",2002,0,154,154,0,0
"SABLEFISH",2003,0,238,238,0,0
"SABLEFISH",2004,0,75,75,0,0
"SABLEFISH",2005,0,107,107,0,0
"SABLEFISH",2006,0,141,141,0,0
"SABLEFISH",2007,0,239,239,0,0
"SABLEFISH",2008,0,157,157,0,0
"SABLEFISH",2009,0,37,37,0,0
"SABLEFISH",2010,0,19,19,0,0
"SABLEFISH",2011,0,65,65,0,0
"SABLEFISH",2012,0,34,34,0,0
"SABLEFISH",2013,0,105,105,0,0
"SABLEFISH",2014,0,75,75,0,0
"SABLEFISH",2015,0,91,91,0,0
"SABLEFISH",2016,0,65,65,0,0
"SABLEFISH",2017,0,96,96,0,0
"SABLEFISH",2018,0,165,165,0,0
"SABLEFISH",2019,0,143,143,0,0
"SAND SOLE",2001,0,7,7,0,0
"SAND SOLE",2002,0,31,31,0,0
